id,Name,Mon,Tues,Weds,Thurs,Fri,Sat,Sun,Address_1,Address_2,Address_3,Address_4,Address_5,Postcode,Tel,type,part_of
3640031,The Co-operative Travel - Crosby,09:00 - 17:30,09:00 - 17:30,10:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,34 Liverpool Road,Crosby,,,,L23 5SF,0844 3357916,travel,The Co-operative Group
3640032,The Co-operative Travel - Kirkby,09:00 - 17:30,09:00 - 17:30,10:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,Co-op Travel Unit 32,Kirkby Shopping Centre,St Chads Parade,Kirkby,,L32 8RH,0844 3357906,travel,The Co-operative Group
3640033,The Co-operative Travel - Prescot,09:00 - 17:30,09:00 - 17:30,10:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,37 Eccleston Street,Prescot,,,,L34 5QA,0844 3357974,travel,The Co-operative Group
3640034,The Co-operative Travel - Huyton,09:00 - 17:30,09:00 - 17:30,10:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,36 Derby Rd,Huyton,Liverpool,,,L36 9UJ,0844 3357955,travel,The Co-operative Group
3640035,The Co-operative Travel - Ormskirk,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,9 Moorgate,Ormskirk,,,,L39 4RT,0844 8798792,travel,The Co-operative Group
3640036,The Co-operative Travel - Lancaster,09:00 - 17:30,09:00 - 17:30,10:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,17,St. Nicholas Arcades,11,Ashton Walk,,LA1 1ND,0844 8798596,travel,The Co-operative Group
3640037,The Co-operative Travel - Grange,09:00 - 17:30,10:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,Kents Bank Road,Grange-Over-Sands,,,,LA11 7EY,0844 3357918,travel,The Co-operative Group
3640038,The Co-operative Travel - Ulverston Travel,09:00 - 17:30,09:00 - 17:30,10:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,16 Market St,Ulverston,Cumbria,,,LA12 7LR,0844 3357931,travel,The Co-operative Group
3640039,The Co-operative Travel - Barrow,09:00 - 17:30,10:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,117-119 Dalton Rd,Barrow-In-Furness,Cumbria,,,LA14 1HZ,0844 3357862,travel,The Co-operative Group
3640040,The Co-operative Travel - Brecon,09:00 - 17:30,09:00 - 17:30,10:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,12 High Street,Brecon,Powys,,,LD3 7AL,0844 3357933,travel,The Co-operative Group
3640041,The Co-operative Travel - Hinckley,09:00-17:00,10:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,Closed,47 Castle Street,Hinckley,Leicestershire,,,LE10 1DA,0844 3357820,travel,The Co-operative Group
3640042,The Co-operative Travel,09:00-17:30,10:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,10:00-16:30,10 Market Place,,,Loughborough,Leicestershire,LE11 3EA,0844 3357883,travel,The Co-operative Group
3640043,The Co-operative Travel,09:00-17:00,10:00-17:00,10:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,Closed,The Bell Centre,Nottingham Street,,Melton Mowbray,Leicestershire,LE13 1PJ,0844 8798606,travel,The Co-operative Group
3640044,The Co-operative Travel,09:00-20:00,09:00-17:30,09:00-20:00,09:45-20:00,09:00-17:30,09:00-17:30,10:00-16:00,Burley Road,,,Oakham,Rutland,LE15 7AA,0844 3359874,travel,The Co-operative Group
3640045,The Co-operative Travel,09:30-17:00,09:30-17:00,10:00-17:00,09:30-17:00,09:30-17:00,09:30-17:00,Closed,Unit 23 St Mary's Place,,,Market Harborough,Leicestershire,LE16 7DR,0844 3359121,travel,The Co-operative Group
3640046,The Co-operative Travel,09:00-17:30,09:00-17:30,10:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,10:00-16:00,6-8 Leicester Road,,,Wigston,Leicestershire,LE18 1DR,0844 3357812,travel,The Co-operative Group
3640047,The Co-operative Travel,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:00,Closed,109-111 Queens Road,,,Leicester,,LE2 1TT,0844 8798760,travel,The Co-operative Group
3640048,The Co-operative Travel,09:30-17:00,09:30-17:00,09:30-17:00,10:00-17:00,09:30-17:00,09:30-17:00,Closed,70 The Parade,,Oadby,Leicester,,LE2 5BF,0844 8798758,travel,The Co-operative Group
3640049,The Co-operative Travel,09:00-17:30,10:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,10:00-16:00,Station Road,,Glenfield,Leicester,,LE3 8BQ,0844 3357998,travel,The Co-operative Group
3640050,The Co-operative Travel,09:00-17:30,09:00-17:30,09:00-17:30,10:00-17:30,09:00-17:30,09:00-17:00,Closed,81 Sibson Road,,Birstall,Leicester,,LE4 4DX,0844 3359873,travel,The Co-operative Group
3640051,The Co-operative Travel,09:00-17:00,10:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,10:00-16:00,Unit 6-7 Hamilton Retail Parade,Maidenwell Avenue,,Leicester,,LE5 1BJ,0844 3357988,travel,The Co-operative Group
3640052,The Co-operative Travel,09:00-17:30,10:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:00,Closed,70-72 Market Street,,,Ashby De La Zouch,Leicestershire,LE65 1AN,0844 3357932,travel,The Co-operative Group
3640053,The Co-operative Travel,09:00-17:30,09:00-17:30,10:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,Closed,12A Belvoir Road,,,Coalville,Leicestershire,LE67 3PE,0844 3357810,travel,The Co-operative Group
3640054,The Co-operative Travel,09:00-17:30,10:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,10:00-16:00,Ashby Road,,,Ibstock,Leicestershire,LE67 6HA,0844 3357879,travel,The Co-operative Group
3640055,The Co-operative Travel,09:00-17:30,09:00-17:30,10:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,10:00-16:00,1288A Melton Road,,Syston,Leicester,,LE7 2HD,0844 3357837,travel,The Co-operative Group
3640056,The Co-operative Travel,09:00-17:00,09:00-17:00,09:00-17:00,10:00-17:00,09:00-17:00,09:00-17:00,10:00-16:00,Crossways House,Enderby Road,Blaby,Leicester,,LE8 4DD,0844 3357803,travel,The Co-operative Group
3640057,The Co-operative Travel,09:00-17:30,09:00-17:30,09:00-17:30,09:45-17:30,Closed,09:00-17:30,Closed,Dog & Gun Lane,,Whetstone,Leicester,,LE8 6NA,0116 2778249,travel,The Co-operative Group
3640058,The Co-operative Travel - Wrexham,09:00 - 17:30,09:00 - 17:30,10:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,5 Egerton Street,Wrexham,,,,LL11 1LW,0844 8798664,travel,The Co-operative Group
3640059,The Co-operative Travel - Bangor Hs,09:00 - 17:30,10:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,228 High St,Bangor,Gwynedd,,,LL57 1NY,0844 3359576,travel,The Co-operative Group
3640060,The Co-operative Travel - Leeds As,09:00 - 17:30,10:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,81 Albion St,Leeds,W. Yorkshire,,,LS1 5AN,0844 8798766,travel,The Co-operative Group
3640061,The Co-operative Travel - Leeds Kirkgate,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,119 Kirkgate,Leeds,,,,LS1 6BY,0113 244 5666,travel,The Co-operative Group
3640062,The Co-operative Travel - Horsforth,09:00 - 17:30,09:00 - 17:30,10:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,19 Town Street,Horsforth,Leeds,,,LS18 5LJ,0844 3359051,travel,The Co-operative Group
3640063,The Co-operative Travel - Rothwell,09:00-17:00,09:00-17:00,09:00-17:00,10:00-17:00,09:00-17:00,09:00-17:00,Closed,Unit 3,Jail Yard Parade,Rothwell,Leeds,,LS26 0AF,0844 3357934,travel,The Co-operative Group
3640064,The Co-operative Travel - Roundhay,09:00 - 17:00,09:00 - 17:00,09:45 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,Closed,57 Street Lane,Leeds,W. Yorkshire,,,LS8 1AP,0844 3357922,travel,The Co-operative Group
3640065,The Co-operative Travel - Wythenshawe,09:00 - 17:30,09:00 - 17:30,10:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,17 Hale Top,Wythenshawe,Manchester,,,M22 5RB,0844 3357827,travel,The Co-operative Group
3640066,The Co-operative Travel - Middleton,09:00 - 17:00,09:00 - 17:30,10:00 - 17:30,09:00 - 17:30,09:00 - 17:00,09:00 - 17:00,Closed,1B Colmar House,Middleton Gardens,Middleton,Manchester,,M24 4DB,0844 8798811,travel,The Co-operative Group
3640067,The Co-operative Travel - Walkden,09:00 - 17:30,09:00 - 17:30,10:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,10:30 - 16:30,1 Manchester Rd,Walkden,Manchester,,,M28 3NS,0844 3357954,travel,The Co-operative Group
3640068,The Co-operative Travel - Stretford,09:00 - 17:30,09:00 - 17:30,10:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,100 Arndale Centre,Stretford,Manchester,,,M32 9BA,0844 3357828,travel,The Co-operative Group
3640069,The Co-operative Travel - Sale,10:00 - 16:30,09:00 - 16:30,10:00 - 16:30,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,Closed,24 The Mall,Sale,Manchester,,,M33 7XZ,0844 8798642,travel,The Co-operative Group
3640070,The Co-operative Travel - Denton,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,10:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,30 Manchester Rd,Crown Point,Denton,Manchester,,M34 3LE,0844 3357861,travel,The Co-operative Group
3640071,The Co-operative Travel - Failsworth,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:45 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,Unit 8 Failsworth Shopping Centre,Off Oldham Rd,Failsworth,Manchester,,M35 0AY,0844 3357865,travel,The Co-operative Group
3640072,The Co-operative Travel - Droylsden,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,10:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,Units 3,7&9 Queens Walk,Droylsden,Manchester,,M43 7AD,0844 3357868,travel,The Co-operative Group
3640073,The Co-operative Travel - Atherton,09:00 - 17:30,09:00 - 17:30,10:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,Market Street,Atherton,Lancashire,,,M46 0DP,0844 8798781,travel,The Co-operative Group
3640074,The Co-operative Travel - Manchester,09:00 - 17:30,09:00 - 17:30,10:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,Corporation Street,Manchester,,,,M60 4ES,0844 335 7821,travel,The Co-operative Group
3640075,The Co-operative Travel - Strood,09:00 - 17:30,09:00 - 17:30,10:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,94 High Street,Strood,Kent,,,ME2 4TP,0844 3357944,travel,The Co-operative Group
3640076,The Co-operative Travel - Bletchley,09:00 - 17:30,09:00 - 17:30,10:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,94 Queensway,Bletchley,Milton Keynes,,,MK2 2RU,0844 3357894,travel,The Co-operative Group
3640077,The Co-operative Travel - Bedford,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,10:30 - 16:30,Beales Department Store,5A Harpur Street,Bedford,,,MK40 1PE,01234 261999,travel,The Co-operative Group
3640078,The Co-operative Travel - Coatbridge,09:00 - 17:30,09:00 - 17:30,10:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,102 Main Street,Coatbridge,,,,ML5 3BQ,0844 3357958,travel,The Co-operative Group
3640079,The Co-operative Travel - Cramlington,09:00 - 17:30,10:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,25 Northumbria House,Manor Walks Shopping Centre,Cramlington,,,NE23 6UR,0844 3357976,travel,The Co-operative Group
3640080,The Co-operative Travel - Wallsend,09:30 - 17:30,09:30 - 17:30,10:15 - 17:30,09:30 - 17:30,09:30 - 17:30,09:00 - 17:00,Closed,The Forum Shopping Centre,Wallsend,Tyne & Wear,,,NE28 8JP,0844 3357848,travel,The Co-operative Group
3640081,The Co-operative Travel - Newcastle Kp,09:00 - 17:30,09:00 - 17:30,10:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,10:00 - 16:00,Tesco Superstore,Brunton Lane,Kingston Park,Newcastle Upon Tyne,,NE3 2FP,0844 3357860,travel,The Co-operative Group
3640082,The Co-operative Travel - Prudhoe,09:00 - 17:30,09:00 - 17:30,10:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,61 Front Street,Prudhoe,Northumberland,,,NE42 5AA,0844 3357834,travel,The Co-operative Group
3640083,The Co-operative Travel - Nottingham 17/18 Long Row,09:30 - 17:30,09:30 - 17:30,09:30 - 17:30,10:30 - 17:30,09:30 - 17:30,09:30 - 17:30,Closed,17-18 Long Row,,Nottingham,,,NG1 2DH,0844 335 9543,travel,The Co-operative Group
3640084,The Co-operative Travel,09.30-17.00,09.30-17.00,09.30-17.00,09.30-17.00,09.30-17.00,09.30-17.00,Closed,20 Tudor Square,West Bridgford,,Nottingham,,NG2 6BT,0844 3357870,travel,The Co-operative Group
3640085,The Co-operative Travel,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,10:00-17:30,09:00-17:30,Closed,62 High Street,,Long Eaton,Nottingham,,NG10 1LP,0844 3357841,travel,The Co-operative Group
3640086,The Co-operative Travel - Hucknall,09:00 - 17:30,09:00 - 17:30,10:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,70 High Street,Hucknall,Notts,,,NG15 7AX,0844 3357876,travel,The Co-operative Group
3640087,The Co-operative Travel,09:00-17:30,09:00-17:30,09:00-17:30,10:00-17:30,09:00-17:30,09:00-17:00,Closed,106 Nottingham Road,,Eastwood,Nottingham,,NG16 3NP,0844 3357881,travel,The Co-operative Group
3640088,The Co-operative Travel - Mansfield Store,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,10:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,Co-op Store,Queen Street,Mansfield,Notts,,NG18 1JL,0844 3357888,travel,The Co-operative Group
3640089,The Co-operative Travel - Mansfield Ls,09:00 - 17:30,09:00 - 17:30,10:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,4-6 Leeming Street,Mansfield,Nottingham,,,NG18 1NE,0844 8798776,travel,The Co-operative Group
3640090,The Co-operative Travel,09:00-17:30,10:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,10:30-16:30,Unit 18 Four Seasons Shopping Centre,,,Mansfield,Nottinghamshire,NG18 1SU,0844 3357806,travel,The Co-operative Group
3640091,The Co-operative Travel,09:00-17:30,09:00-17:30,09:00-17:30,10:00-17:30,09:00-17:30,09:00-17:30,Closed,11A Stodman Street,,,Newark,Nottinghamshire,NG24 1AN,0844 3357813,travel,The Co-operative Group
3640092,The Co-operative Travel - Newark,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,The Lakeside Centre,Balderton,Newark,Nottinghamshire,,NG24 3HG,01636 676 716,travel,The Co-operative Group
3640093,The Co-operative Travel,09:00-17:30,09:00-17:30,09:00-17:30,10:00-17:30,09:00-17:30,09:00-17:30,10:00-16:00,27A Plains Road,,Mapperley,Nottingham,,NG3 5LG,0844 3357826,travel,The Co-operative Group
3640094,The Co-operative Travel - Grantham,09:30 - 17:00,10:30 - 17:00,Closed,09:30 - 17:00,09:30 - 17:00,09:30 - 17:00,Closed,29 High Street,Grantham,Lincs,,,NG31 6PH,0844 3359947,travel,The Co-operative Group
3640095,The Co-operative Travel - Arnold,09:00 - 17:30,09:00 - 17:30,10:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,69 Front Street,Arnold,Nottingham,,,NG5 7EB,0844 3357892,travel,The Co-operative Group
3640096,The Co-operative Travel,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,10:00-16:00,78 Front Street,,Arnold,Nottingham,,NG5 7EJ,0844 3357926,travel,The Co-operative Group
3640097,The Co-operative Travel - Bulwell,09:00 - 17:30,10:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,Wilkinson Store,36/48 Main Street,Bulwell,Nottingham,,NG6 8EW,0844 8798608,travel,The Co-operative Group
3640098,The Co-operative Travel - Wollaton,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,Closed,Co-op Store,Trowell Road,Wollaton,Nottingham,,NG8 2DH,0844 3359287,travel,The Co-operative Group
3640099,The Co-operative Travel,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,10:00-16:00,158B Bramcote Lane,,Wollaton,Nottingham,,NG8 2QP,0844 3357908,travel,The Co-operative Group
3640100,The Co-operative Travel - Toton,09:00 - 17:30,09:00 - 17:30,10:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,10:00 - 16:00,Toton Store,Swiney Way,Toton,Notts,,NG9 6GZ,0844 3357978,travel,The Co-operative Group
3640101,The Co-operative Travel - Brackley,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,10:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,5 High Street,Brackley,Northants,,,NN13 7AD,0844 3357948,travel,The Co-operative Group
3640102,The Co-operative Travel,09:00-20:00,09:00-17:30,09:00-17:30,10:00-17:30,09:00-17:30,09:00-17:30,10:00-16:00,Asda Superstore,Northfield Avenue,,Kettering,Northamptonshire,NN16 9HU,0844 3357930,travel,The Co-operative Group
3640103,The Co-operative Travel - Northampton,09:00 - 17:00,09:00 - 17:00,10:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,Closed,Morrisons Store,Kettering Road,Northampton,,,NN3 6AA,0844 3359648,travel,The Co-operative Group
3640104,The Co-operative Travel - Newport 145 Commercial Street,09:00  -  17:30,09:00  -  17:30,10:00  -  17:30,09:00  -  17:30,10:00  -  17:30,09:00  -  17:30,Closed,145 Commercial Street,,Newport,,,NP20 1LN,0844 335 9523,travel,The Co-operative Group
3640105,The Co-operative Travel - Cwmbran 10 South Walk,09:00  -  17:30,09:00  -  17:30,09:00  -  17:30,09:00  -  17:30,10:00  -  17:30,09:00  -  17:30,Closed,10 South Walk,,Cwnbran,,,NP44 1PU,0844 335 7215,travel,The Co-operative Group
3640106,The Co-operative Travel - Cromer,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,12 High Street,Cromer,Norfolk,,,NR27 9HG,01263 514554,travel,The Co-operative Group
3640107,The Co-operative Travel - Great Yarmouth,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,20 Market Place,,Great Yarmouth,Norfolk,,NR30 1LY,0844 3359880,travel,The Co-operative Group
3640108,The Co-operative Travel - Lowestoft,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,Beales Dept Store,141 London Rd,Northsuffolk,,,NR32 1ND,01502 511411,travel,The Co-operative Group
3640109,The Co-operative Travel - Beccles,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,Beales Dept Store,22 Smallgate,Beccles,Suffolk,,NR34 9AQ,01502 713 624,travel,The Co-operative Group
3640110,The Co-operative Travel - Oldham Ss,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:45 - 17:30,09:00 - 17:30,09:00 - 17:00,11:00 - 16:00,22 High Street,Oldham,,,,OL1 1JA,0844 8798660,travel,The Co-operative Group
3640111,The Co-operative Travel - Rochdale Ys,09:00 - 17:30,10:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,10:30 - 16:00,13 Yorkshire Street,Rochdale,,,,OL16 1BH,0844 3357840,travel,The Co-operative Group
3640112,The Co-operative Travel - Royton,09:00 - 17:30,09:00 - 17:30,10:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,1 The Royton Centre,Rochdale Road,Royton,Oldham,,OL2 5PT,0844 3357797,travel,The Co-operative Group
3640113,The Co-operative Travel - Ashton Ws,09:00 - 17:30,09:00 - 17:30,10:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,34 Warrington Street,Ashton-U-Lyne,,,,OL6 7QA,0844 3357909,travel,The Co-operative Group
3640114,The Co-operative Travel - Ashton Os,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,10:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,87 Old Street,Ashton-U-Lyne,,,,OL6 7RS,0844 3357966,travel,The Co-operative Group
3640115,The Co-operative Travel - Paisley,09:00 - 17:30,09:00 - 17:30,10:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,4 High Street,Paisley,,,,PA1 2YA,0844 8798618,travel,The Co-operative Group
3640116,The Co-operative Travel - Greenock 19 Hamilton Way,09:00  -  17:00,09:00  -  17:00,10:00  -  17:00,09:00  -  17:00,09:00  -  17:00,09:00  -  17:00,Closed,19 Hamilton Way,,Greenoch,,,PA15 1JJ,0844 335 7319,travel,The Co-operative Group
3640117,The Co-operative Travel - Johnstone,10:00 - 18:00,11:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,Morrisons Store,30 Napier Street,Johnstone,,,PA5 8SF,0844 8798770,travel,The Co-operative Group
3640118,The Co-operative Travel - Peterborough,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,10:30 - 16:30,Beales Dept Store,Westgate House,Park Road,Peterborough,,PE1 2TA,01733 891 720,travel,The Co-operative Group
3640119,The Co-operative Travel - Bourne,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,1 Abbey Road,Bourne,,,Lincs,PE10 9EE,01778 420141,travel,The Co-operative Group
3640120,The Co-operative Travel - Spalding Store,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,Westgate Department Store,7 Market Place,Spalding,Lincs,,PE11 1SL,01775 714 158,travel,The Co-operative Group
3640121,The Co-operative Travel - Wisbech,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,Church Terrace,Wisbech,Cambridgeshire,,,PE13 1BJ,01945 589 433,travel,The Co-operative Group
3640122,The Co-operative Travel - March,09:00  -  17:30,09:00  -  17:30,09:00  -  17:30,09:00  -  17:30,09:00  -  17:30,09:00  -  17:30,Closed,Westgate Department Store,Station Road,March,,Cambs,PE15 8LB,01354 650945,travel,The Co-operative Group
3640123,The Co-operative Travel - March,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,34 Broad Street,,March,,Cambs,PE15 8TH,01354 650945,travel,The Co-operative Group
3640124,The Co-operative Travel - St Neots,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,High Street,St Neots,Cambridge,,,PE19 1BT,01480 406 600,travel,The Co-operative Group
3640125,The Co-operative Travel - Boston,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,10:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,28/30 West Street,Boston,,,,PE21 8QH,0844 3357893,travel,The Co-operative Group
3640126,The Co-operative Travel - Kings Lynn,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,Closed,17 High Street,,Kings Lynn,Norfolk,,PE30 1BP,01553 767052,travel,The Co-operative Group
